indicator	malware
#3269:167	#4261:1
#3279:585	#4358:1
#3289:3163	#4265:0
#3259:749	#4367:0
#3268:1497	#4402:0
#3271:833	#4370:0
#3273:168	#4273:0
#3298:169	#4474:0
#3283:90	#4344:1
#3291:2830	#4265:0
#3292:1501	#4261:0
#3275:2410	#4579:0
#3292:2410	#4341:1
#3286:2912	#4264:0
#3270:589	#4486:0
#3269:1751	#4346:1
#3279:1087	#4284:1
#3295:2995	#4274:1
#3292:914	#4284:1
#3291:1998	#4370:0
#3292:1420	#4272:1
#3288:167	#4265:0
#3274:668	#4277:1
#3296:417	#4467:0
#3297:1501	#4269:0
#3274:3245	#4568:0
#3282:751	#4341:1
#3298:914	#4348:0
#3262:1504	#4466:1
#3294:2745	#4265:0
#3281:3076	#4274:0
#3276:2911	#4270:0
#3280:3165	#4286:1
#3295:582	#4297:1
#3285:2832	#4270:0
#3271:2666	#4265:0
#3260:1752	#4345:0
#3265:749	#4272:1
#3274:87	#4587:0
#3260:838	#4367:0
#3267:2415	#4259:2
#3280:2082	#4479:0
#3291:1917	#4383:0
#3264:1253	#4370:0
#3295:1084	#4283:0
#3288:333	#4339:1
#3275:754	#4265:0
#3277:999	#4285:1
#3285:3158	#4292:0
#3270:3081	#4274:1
#3268:84	#4295:1
#3275:2998	#4308:0
#3296:1332	#4350:0
#3293:1247	#4265:1
#3281:665	#4322:0
#3261:2997	#4464:1
#3292:2661	#4284:1
#3295:2166	#4265:0
#3286:2993	#4287:0
#3293:918	#4271:0
#3270:917	#4342:0
#3280:2078	#4265:0
#3286:1912	#4587:0
#3262:1502	#4262:1
#3290:2660	#4370:0
#3296:2744	#4265:0
#3270:3162	#4264:1
#3268:586	#4466:0
#3284:337	#4288:1
#3276:500	#4277:1
#3272:1503	#4311:0
#3292:1500	#4265:1
#3282:2167	#4264:1
#3284:2746	#4264:1
#3261:1584	#4376:0
#3280:2909	#4264:1
#3268:2999	#4265:1
#3274:1335	#4293:0
#3298:672	#4461:0
#3266:1917	#4265:0
#3293:583	#4277:1
#3268:2079	#4298:0
#3262:668	#4391:0
#3295:2995	#4465:1
#3296:1248	#4388:0
#3295:1420	#4342:0
#3274:340	#4272:1
#3282:1168	#4292:1
#3292:336	#4279:1
#3263:1086	#4370:0
#3264:2165	#4277:1
#3285:836	#4342:0
#3287:0	#4422:0
#3264:3079	#4287:0
#3267:7	#4361:0
#3280:1996	#4279:0
#3275:2998	#4265:1
#3296:2083	#4475:0
#3290:1828	#4286:1
#3294:1413	#4264:0
#3274:251	#4479:0
#3269:1996	#4263:2
#3260:1752	#4548:0
#3266:2747	#4547:0
#3260:2750	#4479:0
#3295:1917	#4463:1
#3295:749	#4356:0
#3267:1083	#4265:0
#3267:1501	#4419:0
#3283:505	#4324:0
#3274:1835	#4265:0
#3280:1996	#4323:0
#3279:1254	#4265:0
#3296:1251	#4287:0
#3292:751	#4398:0
#3275:2743	#4289:1
#3286:2659	#4265:0
#3287:1917	#4261:2
#3275:1000	#4465:1
#3274:2084	#4279:1
#3281:669	#4474:0
#3260:1334	#4280:1
#3291:3244	#4555:0
#3286:2997	#4465:1
#3268:2748	#4271:0
#3260:1582	#4264:1
#3270:2415	#4273:0
#3271:2251	#4359:1
#3289:250	#4370:0
#3276:254	#4279:1
#3297:253	#4287:1
#3277:2749	#4259:2
#3267:1501	#4287:0
#3290:3077	#4259:0
#3263:417	#4286:0
#3269:1085	#4342:0
#3262:251	#4311:0
#3271:1496	#4264:1
#3279:1919	#4265:0
#3275:2993	#4373:0
#3284:2909	#4272:1
#3269:2497	#4370:0
#3271:2168	#4265:0
#3291:418	#4370:0
#3282:917	#4311:0
#3270:1664	#4347:1
#3284:2080	#4276:0
#3267:2832	#4356:0
#3261:920	#4259:2
#3276:2082	#4294:0
#3262:338	#4287:0
#3291:589	#4279:0
#3264:3078	#4579:0
#3289:3160	#4461:1
#3287:2913	#4258:0
#3265:2334	#4426:0
#3296:755	#4277:1
#3274:2247	#4265:0
#3270:2911	#4265:0
#3285:1664	#4299:0
#3288:918	#4277:1
#3280:3161	#4339:1
#3289:1496	#4264:1
#3263:503	#4264:1
#3294:916	#4279:1
#3287:668	#4283:1
#3289:2827	#4265:1
#3284:1500	#4361:0
#3279:1168	#4276:0
#3280:3246	#4383:0
#3259:1000	#4264:1
#3292:3162	#4550:0
#3279:1413	#4273:0
#3290:666	#4361:0
#3291:2828	#4265:0
#3295:499	#4279:1
#3290:1413	#4284:1
#3274:1331	#4347:1
#3286:1417	#4259:1
#3264:1917	#4359:1
#3294:2245	#4541:0
#3268:90	#4475:0
#3270:2332	#4380:0
#3294:1248	#4370:0
#3265:749	#4299:0
#3297:1912	#4342:0
#3295:169	#4279:1
#3284:1415	#4259:0
#3265:423	#4265:0
#3263:1996	#4350:0
#3264:833	#4266:1
#3271:2162	#4263:0
#3298:498	#4265:1
#3283:1751	#4284:1
#3291:2417	#4265:0
#3292:503	#4462:0
#3293:4	#4570:0
#3275:1830	#4310:0
#3267:1170	#4338:1
#3280:2248	#4281:0
#3265:6	#4269:0
#3270:666	#4297:0
#3298:2576	#4282:0
#3284:1500	#4268:0
#3273:2496	#4265:1
#3272:2828	#4264:0
#3262:1998	#4284:1
#3270:1996	#4258:0
#3277:1752	#4344:0
#3283:2498	#4370:0
#3287:337	#4370:0
#3261:2912	#4279:1
#3286:668	#4280:1
#3277:584	#4258:0
#3266:2662	#4479:0
#3267:2080	#4284:1
#3264:2914	#4274:0
#3279:2998	#4287:0
#3265:1583	#4269:0
#3284:423	#4282:0
#3281:168	#4265:0
#3280:506	#4286:1
#3263:419	#4286:0
#3296:1669	#4264:0
#3285:3080	#4305:0
#3263:167	#4354:0
#3276:2498	#4310:0
#3291:1337	#4359:1
#3291:3161	#4370:0
#3286:1000	#4259:2
#3296:838	#4370:0
#3274:1248	#4466:0
#3293:2329	#4466:0
#3297:1170	#4370:0
#3268:1669	#4301:0
#3284:753	#4342:0
#3288:1087	#4263:1
#3293:755	#4271:0
#3273:1166	#4549:0
#3276:2830	#4292:1
#3288:253	#4274:1
#3292:2582	#4274:0
#3288:2497	#4403:0
#3263:2997	#4265:0
#3260:2909	#4579:0
#3271:3076	#4283:0
#3292:1750	#4265:0
#3280:336	#4314:0
#3260:1418	#4341:1
#3293:4	#4341:0
#3277:1337	#4284:1
#3268:2167	#4579:0
#3259:2994	#4345:0
#3283:1333	#4265:0
#3278:1335	#4549:0
#3275:2250	#4277:1
#3281:2332	#4284:1
#3264:3242	#4496:0
#3259:250	#4341:0
#3275:2167	#4344:1
#3277:2579	#4264:0
#3298:835	#4259:0
#3281:837	#4560:0
#3288:1830	#4341:0
#3293:166	#4287:0
#3272:2494	#4345:0
#3281:1415	#4339:1
#3278:2831	#4279:1
#3267:84	#4341:0
#3277:1420	#4389:0
#3297:1834	#4367:0
#3274:1666	#4358:1
#3272:2166	#4555:0
#3284:3247	#4265:1
#3275:1664	#4348:0
#3266:1580	#4339:1
#3268:1832	#4322:0
#3297:2493	#4314:0
#3275:2002	#4265:0
#3296:1835	#4265:0
#3296:1996	#4292:1
#3263:915	#4265:0
#3259:2162	#4259:2
#3260:1083	#4551:0
#3282:838	#4269:0
#3277:1829	#4358:1
#3281:255	#4265:0
#3269:1834	#4264:1
#3298:88	#4469:0
#3291:4	#4271:0
#3269:1833	#4265:0
#3279:2828	#4263:0
#3264:1503	#4272:1
#3269:501	#4297:1
#3266:1171	#4383:0
#3288:1087	#4302:0
#3298:2161	#4288:1
#3265:1334	#4287:1
#3298:1752	#4292:1
#3271:3244	#4486:0
#3292:2413	#4265:0
#3296:1168	#4346:0
#3294:665	#4275:0
#3270:1919	#4470:0
#3291:3242	#4259:0
#3298:915	#4474:0
#3273:1419	#4467:0
#3260:3246	#4341:0
#3294:1667	#4265:0
#3297:1664	#4305:0
#3260:1587	#4579:0
#3272:832	#4350:0
#3298:2083	#4265:0
#3260:2995	#4298:0
#3294:1168	#4395:0
#3268:505	#4358:1
#3284:3080	#4344:1
#3263:1502	#4363:0
#3284:1088	#4424:0
#3275:2912	#4265:0
#3270:1996	#4298:0
#3272:667	#4264:1
#3267:3076	#4549:0
#3279:2826	#4358:1
#3295:3159	#4279:1
#3272:1082	#4361:0
#3298:1163	#4265:0
#3272:334	#4265:0
#3289:1336	#4344:1
#3285:587	#4264:1
#3268:1915	#4273:0
#3291:3244	#4259:2
#3286:1667	#4275:0
#3294:1331	#4540:0
#3285:250	#4299:0
#3289:754	#4275:0
#3290:1413	#4347:1
#3273:85	#4343:1
#3271:2163	#4358:1
#3278:918	#4283:0
#3285:998	#4339:1
#3272:1167	#4269:0
#3266:3248	#4338:0
#3287:750	#4265:0
#3268:2580	#4341:0
#3298:2581	#4579:0
#3278:2914	#4316:0
#3273:2580	#4344:1
#3295:1831	#4287:1
#3259:666	#4496:0
#3259:1748	#4370:0
#3281:2830	#4264:1
#3273:335	#4264:1
#3267:2667	#4540:0
#3265:1916	#4282:0
#3287:2499	#4356:0
#3270:1251	#4348:0
#3271:85	#4295:1
#3286:2085	#4367:0
#3263:2914	#4298:0
#3265:2829	#4259:2
#3260:3246	#4272:0
#3269:1913	#4316:0
#3278:2417	#4287:0
#3289:748	#4486:0
#3261:2912	#4383:0
#3269:1085	#4370:0
#3285:2081	#4564:0
#3290:916	#4475:0
#3281:2334	#4370:0
#3269:5	#4265:0
#3281:506	#4463:0
#3269:2909	#4322:0
#3267:1831	#4298:0
#3280:2416	#4259:2
#3287:2911	#4347:1
#3288:2992	#4270:1
#3274:502	#4287:0
#3270:1168	#4309:0
#3273:584	#4358:1
#3272:2415	#4354:0
#3265:1912	#4259:0
#3286:1584	#4358:1
#3266:1250	#4275:0
#3278:1583	#4326:0
#3278:3242	#4300:0
#3295:2996	#4259:2
#3292:2579	#4467:0
#3265:1582	#4464:0
#3281:2085	#4339:1
#3279:1665	#4357:1
#3270:2417	#4412:0
#3279:1917	#4274:1
#3272:919	#4271:0
#3270:334	#4287:0
#3289:1831	#4383:0
#3284:1752	#4370:0
#3266:3248	#4298:0
#3295:672	#4486:0
#3298:1004	#4465:0
#3269:1003	#4287:0
#3259:751	#4579:0
#3287:1167	#4338:0
#3291:2827	#4348:0
#3292:1918	#4279:1
#3273:3244	#4258:0
#3292:835	#4345:0
#3277:755	#4485:0
#3273:1664	#4282:0
#3267:1334	#4348:0
#3267:2826	#4363:0
#3294:2666	#4265:0
#3287:1750	#4559:0
#3280:3243	#4339:1
#3274:168	#4359:1
#3262:918	#4345:0
#3295:1747	#4370:0
#3288:920	#4410:0
#3294:1087	#4301:0
#3274:2167	#4341:1
#3281:1335	#4370:0
#3268:586	#4462:0
#3296:1163	#4284:1
#3292:751	#4362:0
#3278:2831	#4545:0
#3274:670	#4276:1
#3293:1496	#4264:1
#3293:167	#4367:0
#3288:418	#4264:1
#3284:2666	#4279:1
#3274:1334	#4487:0
#3284:89	#4275:0
#3284:755	#4350:0
#3296:2495	#4286:1
#3296:87	#4393:0
#3269:2832	#4265:1
#3292:586	#4270:0
#3268:1995	#4348:0
#3265:1	#4348:0
#3274:1169	#4370:0
#3287:1002	#4269:0
#3279:582	#4263:1
#3272:499	#4383:0
#3279:1496	#4363:0
#3288:1750	#4265:0
#3274:1252	#4579:0
#3286:506	#4347:1
#3283:837	#4279:0
#3278:1171	#4338:1
#3287:2744	#4269:0
#3276:1996	#4436:0
#3293:416	#4264:1
#3287:3077	#4259:0
#3289:1247	#4367:0
#3259:1	#4277:1
#3296:670	#4265:0
#3262:340	#4284:1
#3277:504	#4356:0
#3273:2410	#4270:0
#3268:2416	#4391:0
#3287:5	#4286:1
#3291:752	#4540:0
#3273:836	#4284:1
#3266:1918	#4265:0
#3296:838	#4300:0
#3270:2494	#4279:1
#3261:2000	#4367:0
#3260:2579	#4272:1
#3290:1249	#4265:0
#3294:2825	#4383:0
#3293:2827	#4264:0
#3276:2666	#4297:1
#3292:249	#4289:1
#3279:2910	#4282:0
#3262:585	#4265:0
#3286:1004	#4539:0
#3288:2998	#4265:0
#3264:253	#4265:0
#3293:3074	#4287:1
#3261:1503	#4486:0
#3289:2826	#4338:0
#3279:1746	#4279:0
#3271:916	#4356:0
#3260:1248	#4552:0
#3286:1833	#4376:0
#3293:2998	#4271:1
#3289:1914	#4398:0
#3285:2582	#4363:0
#3264:2748	#4458:0
#3272:1503	#4259:2
#3293:919	#4265:0
#3263:672	#4467:0
#3294:2583	#4275:0
#3287:2333	#4270:0
#3289:1745	#4265:0
#3272:417	#4265:1
#3293:3158	#4345:0
#3297:1829	#4265:0
#3269:668	#4272:1
#3276:2915	#4265:0
#3263:999	#4289:1
#3271:833	#4265:0
#3266:3164	#4279:1
#3272:420	#4283:0
#3284:1085	#4259:2
#3295:672	#4265:0
#3269:1913	#4283:0
#3274:834	#4358:1
#3297:2744	#4341:1
#3293:1087	#4276:1
#3279:2745	#4265:0
#3284:583	#4474:0
#3279:256	#4571:0
#3259:922	#4279:1
#3264:1001	#4458:0
#3268:3163	#4265:0
#3296:1420	#4272:1
#3297:1667	#4338:0
#3284:1500	#4263:0
#3275:1998	#4295:1
#3260:505	#4269:0
#3260:2583	#4408:0
#3285:2163	#4264:1
#3289:1745	#4370:0
#3267:90	#4287:0
#3259:167	#4282:0
#3273:2995	#4265:0
#3287:3246	#4284:1
#3295:503	#4264:0
#3261:2415	#4344:1
#3286:2334	#4386:0
#3297:1414	#4325:0
#3263:3245	#4283:1
#3281:2167	#4274:1
#3275:334	#4269:1
#3296:2412	#4271:0
#3269:1	#4366:0
#3269:1830	#4398:0
#3277:582	#4270:0
#3288:2494	#4344:1
#3262:839	#4540:0
#3294:1248	#4265:0
#3289:838	#4272:1
#3281:2994	#4259:2
#3291:3241	#4351:1
#3285:998	#4267:0
#3293:86	#4317:0
#3277:1083	#4279:1
#3282:2661	#4287:0
#3267:1587	#4272:1
#3272:3248	#4289:1
#3290:2333	#4489:0
#3278:90	#4295:0
#3279:3163	#4489:0
#3269:1497	#4258:2
#3259:257	#4279:1
#3276:749	#4377:0
#3285:4	#4394:0
#3259:2744	#4265:0
#3295:3243	#4284:1
#3288:3163	#4287:1
#3268:4	#4283:0
#3288:2746	#4370:0
#3288:2992	#4365:0
#3265:755	#4264:0
#3263:2582	#4322:0
#3285:2246	#4463:1
#3278:1996	#4282:0
#3283:835	#4265:0
#3277:2996	#4288:1
#3285:2247	#4430:0
#3280:837	#4272:1
#3261:339	#4294:1
#3279:3242	#4264:1
#3284:166	#4481:0
#3268:750	#4267:0
#3292:3242	#4265:0
#3278:2165	#4286:1
#3295:2416	#4277:1
#3271:667	#4289:1
#3266:2993	#4339:1
#3260:2414	#4281:0
#3291:1998	#4486:0
#3296:2413	#4279:0
#3268:85	#4270:0
#3297:1912	#4265:1
#3295:2662	#4271:0
#3274:2163	#4297:0
#3266:1332	#4271:0
#3264:2909	#4581:0
#3267:3082	#4265:1
#3279:333	#4486:0
#3274:1579	#4360:1
#3284:1415	#4350:0
#3297:3247	#4269:0
#3271:834	#4265:0
#3293:2412	#4280:0
#3291:2996	#4259:0
#3275:1829	#4279:1
#3291:1666	#4287:0
#3283:1331	#4363:0
#3292:752	#4475:0
#3275:587	#4305:0
#3274:84	#4265:0
#3279:3244	#4347:1
#3272:334	#4342:0
#3260:3161	#4341:0
#3277:1254	#4305:0
#3291:2161	#4476:0
#3283:2251	#4357:0
#3291:836	#4540:0
#3288:90	#4486:0
#3272:420	#4568:0
#3262:1829	#4264:1
#3273:1586	#4350:0
#3262:2494	#4265:0
#3287:1667	#4344:1
#3279:1746	#4283:0
#3296:2912	#4359:1
#3290:2411	#4367:0
#3271:1999	#4265:0
#3285:3080	#4269:0
#3268:2743	#4359:0
#3288:2327	#4274:1
#3276:1584	#4370:0
#3278:750	#4265:0
#3286:2579	#4277:1
#3280:1918	#4358:1
#3295:1997	#4259:2
#3267:1003	#4302:0
#3259:174	#4265:1
#3280:833	#4469:1
#3284:339	#4265:0
#3285:2915	#4282:0
#3262:916	#4265:0
#3271:3162	#4486:0
#3260:3246	#4570:0
#3260:1497	#4272:1
#3262:2078	#4465:1
#3275:921	#4310:0
#3292:1247	#4282:0
#3277:2244	#4259:2
#3268:167	#4271:0
#3273:1005	#4259:0
#3270:2251	#4259:2
#3297:1664	#4269:0
#3266:1168	#4341:1
#3259:2412	#4370:0
#3294:1415	#4370:0
#3292:668	#4282:0
#3294:83	#4419:0
#3270:915	#4492:0
#3272:748	#4283:0
#3298:3074	#4265:0
#3285:1584	#4273:0
#3280:2992	#4398:0
#3271:505	#4279:1
#3277:1502	#4341:1
#3278:1332	#4466:0
#3267:1088	#4287:0
#3261:920	#4367:0
#3282:2082	#4283:0
#3297:2001	#4282:0
#3286:1085	#4259:2
#3281:832	#4259:2
#3293:85	#4271:1
#3259:1580	#4326:0
#3292:2168	#4467:0
#3261:1918	#4265:0
#3275:2744	#4377:0
#3298:1668	#4367:0
#3284:753	#4265:1
#3261:420	#4264:0
#3291:589	#4376:0
#3286:1247	#4279:1
#3286:170	#4486:0
#3274:1502	#4474:0
#3270:2251	#4367:0
#3278:1579	#4262:1
#3287:666	#4274:0
#3262:256	#4287:0
#3284:1496	#4579:0
#3289:3240	#4279:1
#3261:421	#4283:1
#3271:1664	#4264:1
#3290:837	#4538:0
#3260:2667	#4287:0
#3282:1164	#4284:1
#3262:3244	#4282:0
#3271:2747	#4284:1
#3282:2745	#4361:0
#3279:171	#4265:0
#3285:2830	#4312:0
#3269:1502	#4426:0
#3282:3248	#4264:1
#3295:2581	#4258:0
#3282:1833	#4354:0
#3292:752	#4264:1
#3260:1669	#4261:0
#3265:256	#4287:1
#3284:1416	#4259:2
#3278:2746	#4367:0
#3270:2162	#4486:0
#3280:1501	#4374:0
#3279:2495	#4265:0
#3278:916	#4486:0
#3295:2827	#4272:1
#3260:2583	#4364:0
#3269:921	#4283:1
#3274:916	#4287:0
#3282:2745	#4373:0
#3279:2414	#4540:0
#3266:2830	#4370:0
#3296:2660	#4467:0
#3268:500	#4265:0
#3270:337	#4265:1
#3289:1917	#4258:0
#3291:1252	#4269:0
#3288:3247	#4347:1
#3293:2413	#4564:0
#3282:589	#4265:0
#3283:501	#4311:0
#3281:1086	#4264:1
#3295:2913	#4367:0
#3296:1500	#4269:0
#3261:3076	#4287:0
#3276:2164	#4258:0
#3259:2334	#4292:1
#3282:584	#4488:0
#3286:2908	#4348:0
#3294:166	#4259:0
#3266:665	#4579:0
#3290:2330	#4298:0
#3264:1415	#4350:0
#3287:834	#4370:0
#3265:3244	#4265:0
#3287:501	#4483:0
#3296:1337	#4287:0
#3279:1663	#4486:0
#3282:2499	#4287:0
#3259:168	#4341:1
#3276:2251	#4283:0
#3283:2998	#4265:0
#3288:1168	#4267:0
#3285:2915	#4343:1
#3267:3248	#4275:1
#3269:2496	#4299:0
#3283:2828	#4269:0
#3296:417	#4422:0
#3275:1752	#4356:0
#3297:2910	#4467:0
#3295:583	#4263:0
#3290:1668	#4265:0
#3273:2832	#4259:0
#3278:832	#4269:0
#3269:1916	#4339:1
#3271:837	#4264:1
#3270:1088	#4265:0
#3288:2578	#4269:0
#3298:3240	#4272:0
#3292:3245	#4383:0
#3296:1334	#4359:1
#3297:2416	#4265:0
#3261:2495	#4356:0
#3271:1833	#4265:0
#3297:83	#4265:0
#3261:1918	#4579:0
#3271:2161	#4265:0
#3288:2082	#4305:0
#3294:3160	#4271:1
#3267:2415	#4367:0
#3260:2499	#4265:1
#3292:339	#4283:0
#3260:419	#4279:1
#3291:1003	#4265:0
#3261:2577	#4294:1
#3262:3162	#4301:0
#3265:422	#4550:0
#3278:1331	#4272:1
#3298:1663	#4486:0
#3275:1833	#4279:1
#3263:2914	#4498:0
#3297:256	#4263:2
#3286:668	#4290:1
#3264:1748	#4274:1
#3272:1751	#4488:0
#3293:2250	#4263:2
#3287:501	#4286:0
#3275:2993	#4263:0
#3279:2743	#4467:0
#3291:833	#4265:0
#3278:1829	#4274:1
#3280:1415	#4284:1
#3272:2081	#4283:0
#3288:919	#4491:0
#3290:670	#4284:1
#3284:3080	#4467:0
#3259:2994	#4426:0
#3277:2161	#4269:0
#3269:3081	#4363:0
#3288:748	#4279:1
#3272:1585	#4389:0
#3285:1498	#4284:1
#3296:2576	#4424:0
#3269:2497	#4265:0
#3265:416	#4472:0
#3269:2583	#4358:1
#3295:2665	#4579:0
#3295:1502	#4358:1
#3267:1088	#4341:1
#3283:173	#4259:0
#3262:416	#4317:0
#3280:1247	#4271:1
#3265:1334	#4338:1
#3263:2583	#4281:1
#3262:1253	#4274:1
#3274:1004	#4356:0
#3295:250	#4259:2
#3264:582	#4358:1
#3266:3158	#4458:1
#3267:1670	#4273:0
#3283:335	#4359:1
#3268:668	#4275:0
#3293:333	#4354:0
#3297:2998	#4271:1
#3261:1833	#4279:1
#3260:3160	#4408:0
#3270:587	#4269:0
#3268:1836	#4296:1
#3283:1580	#4265:0
#3294:1585	#4277:1
#3283:1914	#4461:1
#3292:2167	#4467:0
#3296:1999	#4579:0
#3279:1836	#4475:0
#3273:2746	#4545:0
#3268:1997	#4269:0
#3287:2996	#4362:0
#3280:2001	#4265:0
#3276:2	#4338:0
#3296:1086	#4318:0
#3278:1583	#4259:0
#3295:837	#4367:0
#3264:1334	#4269:0
#3259:2494	#4344:1
#3293:997	#4273:0
#3273:1003	#4339:1
#3280:1579	#4270:0
#3288:1831	#4269:0
#3279:3245	#4359:1
#3277:1664	#4287:0
#3289:2579	#4289:0
#3269:1084	#4359:1
#3278:2496	#4286:1
#3292:1086	#4579:0
#3270:1914	#4284:1
#3272:3162	#4273:0
#3285:3158	#4347:0
#3269:173	#4367:0
#3275:1585	#4265:1
#3289:256	#4259:0
#3265:833	#4553:0
#3282:422	#4301:0
#3281:1335	#4265:0
#3276:3081	#4370:0
#3266:1164	#4271:0
#3280:1004	#4370:0
#3270:755	#4299:0
#3267:1166	#4298:0
#3285:1748	#4264:1
#3296:2828	#4264:0
#3282:2417	#4308:0
#3274:751	#4279:0
#3274:1	#4269:0
#3291:1500	#4323:0
#3290:749	#4282:0
#3273:1667	#4361:0
#3292:835	#4387:0
#3265:1665	#4383:0
#3293:1164	#4288:1
#3267:1413	#4263:1
#3287:500	#4265:0
#3290:251	#4259:2
#3267:3245	#4265:0
#3293:583	#4346:1
#3275:503	#4545:0
#3298:2832	#4265:0
#3277:583	#4300:0
#3290:831	#4305:0
#3276:3246	#4579:0
#3296:505	#4426:0
#3272:1082	#4373:0
#3277:2413	#4297:1
#3288:1995	#4343:1
#3279:2163	#4276:1
#3285:586	#4392:0
#3268:583	#4370:0
#3292:2493	#4284:1
#3289:832	#4350:0
#3280:2083	#4265:0
#3279:3082	#4279:0
#3277:89	#4277:1
#3291:1248	#4279:1
#3288:1168	#4471:0
#3267:2997	#4293:0
#3266:2827	#4264:1
#3277:1420	#4411:0
#3259:2083	#4284:1
#3295:1663	#4367:0
#3263:1001	#4262:1
#3259:666	#4495:0
#3276:1	#4265:0
#3266:2830	#4486:0
#3298:1828	#4367:0
#3263:1	#4400:0
#3259:2078	#4270:0
#3277:2666	#4269:0
#3267:2161	#4467:0
#3276:2161	#4264:1
#3266:1502	#4474:0
#3265:1003	#4579:0
#3268:1587	#4393:0
#3294:1747	#4469:1
#3269:752	#4259:0
#3292:253	#4287:0
#3275:2998	#4370:0
#3298:1913	#4324:0
#3298:1998	#4287:0
#3297:502	#4283:0
#3271:1250	#4269:0
#3260:1914	#4398:0
#3274:918	#4358:1
#3260:503	#4259:2
#3276:5	#4277:1
#3260:1664	#4579:0
#3272:1415	#4279:1
#3271:916	#4545:0
#3271:2828	#4287:0
#3290:2494	#4491:0
#3271:1082	#4344:1
#3286:1915	#4287:1
#3287:2991	#4463:0
#3260:1417	#4327:0
#3265:167	#4286:1
#3261:2831	#4422:0
#3288:838	#4489:0
#3260:2584	#4401:0
#3262:3162	#4341:1
#3276:1996	#4427:0
#3260:2246	#4338:0
#3262:919	#4270:0
#3281:2494	#4393:0
#3274:2912	#4426:0
#3278:2497	#4271:0
#3278:1584	#4322:0
#3259:2085	#4279:1
#3283:1497	#4486:0
#3288:1914	#4262:1
#3267:918	#4259:2
#3275:2660	#4285:0
#3261:2998	#4458:1
#3285:2002	#4287:0
#3291:1004	#4310:0
#3264:2496	#4282:0
#3285:2084	#4297:1
#3282:416	#4382:0
#3281:2829	#4283:0
#3276:3165	#4259:2
#3297:2579	#4354:0
#3278:1335	#4265:1
#3268:501	#4283:0
#3267:1247	#4367:0
#3275:172	#4300:0
#3276:1997	#4367:0
#3265:1248	#4274:1
#3276:998	#4279:0
#3284:832	#4287:0
#3267:172	#4265:0
#3270:1250	#4370:0
#3276:916	#4276:1
#3289:1	#4310:0
#3261:2579	#4279:0
#3264:669	#4311:0
#3283:749	#4380:0
#3264:1334	#4344:1
#3282:1997	#4341:1
#3284:2250	#4286:0
#3273:1166	#4342:0
#3289:3246	#4344:1
#3279:1413	#4361:0
#3261:2	#4282:1
#3289:2910	#4264:0
#3265:2500	#4292:1
#3262:921	#4264:1
#3279:584	#4356:0
#3259:1751	#4273:0
#3297:2334	#4367:0
#3269:2909	#4270:0
#3290:668	#4350:0
#3286:3244	#4411:0
#3276:1996	#4265:1
#3278:1580	#4265:0
#3262:2248	#4370:0
#3270:2080	#4344:1
#3281:750	#4258:2
#3273:1751	#4269:0
#3259:1171	#4279:1
#3270:2746	#4265:0
#3269:173	#4259:2
#3275:3248	#4264:0
#3296:754	#4297:1
#3288:254	#4367:0
#3291:3162	#4259:0
#3293:2332	#4264:1
#3291:2251	#4269:0
#3277:1918	#4396:0
#3297:1081	#4347:1
#3280:2245	#4275:0
#3298:751	#4259:2
#3262:2832	#4265:0
#3280:1833	#4265:0
#3277:2995	#4259:2
#3264:667	#4286:1
#3276:171	#4322:0
#3259:84	#4486:0
#3290:1250	#4466:0
#3267:1998	#4550:0
#3294:83	#4287:0
#3262:2992	#4348:0
#3284:2079	#4266:1
#3293:2334	#4265:0
#3273:2915	#4279:1
#3296:666	#4347:1
#3281:837	#4347:1
#3261:418	#4264:1
#3292:2331	#4264:1
#3273:838	#4265:0
#3259:673	#4259:2
#3284:1333	#4367:0
#3297:2414	#4279:1
#3289:2994	#4282:0
#3283:3160	#4339:1
#3265:2411	#4319:0
#3267:84	#4273:0
#3286:2500	#4286:1
#3289:1083	#4269:0
#3285:751	#4353:1
#3297:499	#4279:0
#3294:90	#4491:0
#3290:582	#4557:0
#3278:338	#4268:0
#3296:1168	#4295:0
#3290:2250	#4271:1
#3261:1747	#4264:0
#3298:3157	#4475:0
#3263:3081	#4540:0
#3284:1496	#4265:0
#3262:1416	#4426:0
#3274:500	#4270:0
#3278:1914	#4265:0
#3297:166	#4259:2
#3290:2576	#4269:0
#3297:1832	#4282:0
#3289:1416	#4284:1
#3291:2248	#4354:0
#3268:998	#4458:0
#3282:1586	#4264:1
#3264:666	#4487:0
#3295:1333	#4466:0
#3275:666	#4287:0
#3286:3246	#4268:0
#3282:2577	#4286:1
#3272:1752	#4270:0
#3261:2748	#4270:0
#3285:332	#4328:0
#3276:2410	#4287:0
#3269:2001	#4347:1
#3279:1666	#4265:0
#3274:2747	#4360:1
#3286:2744	#4284:1
#3298:2500	#4347:1
#3278:2665	#4354:0
#3285:2831	#4269:0
#3263:1665	#4265:1
#3296:2582	#4287:0
#3284:1918	#4402:0
#3282:1662	#4275:0
#3295:2081	#4297:1
#3274:2913	#4279:1
#3282:1247	#4346:1
#3282:748	#4280:1
#3296:2665	#4466:0
#3284:2911	#4260:1
#3266:170	#4293:1
#3273:668	#4465:1
#3276:916	#4495:0
#3279:584	#4279:1
#3277:1167	#4458:1
#3283:2416	#4359:1
#3294:2328	#4279:1
#3262:918	#4271:0
#3263:2914	#4338:0
